otehrwise	otherwise
oten	often
othersie	otherwise
ourder	order
ourselvs	ourselves
overal	overall
overwelming	overwhelming
ovious	obvious
oviously	obviously
oviusly	obviously
owith	with
paradgms	paradigms
paradiems	paradigms
paradim	paradigm
paradimes	paradigms
paradimgs	paradigms
paralel	parallel
paralled	paralleled
parelell	parallel
parellel	parallel
parellels	parallels
paridigm	paradigm
paridim	paradigm
paritlces	particles
paritpants	participants
parliment	parliament
parrallel	parallel
parrelel	parallel
parrellel	parallel
partialy	partially
partically	particularly
particants	participants
particaptns	participants
particiants	participants
participaiton	participation
participats	participants
particpant	participant
particpants	participants
particpatns	participants
particualarly	particularly
particually	particularly
particualr	particular
particualrly	particularly
particualry	particularly
particuarlly	particularly
particuarly	particularly
particully	particularly
particupants	participants
partilces	particles
partipcant	participant
partipcants	participants
partiucalr	particular
partiucalrly	particularly
partiucarly	particularly
partiuclarly	particularly
partiular	particular
partucarly	particularly
passon	passion
peirod	period
penitrate	penetrate
peple	people
percention	perception
perceptial	perceptual
percetion	perception
percetipion	perception
percetipn	perception
percietipion	perception
percieve	perceive
percieved	perceived
percieving	perceiving
percise	precise
percisesly	precisely
percive	perceive
percived	perceived
percnet	percent
perfered	preferred
perficatly	perfectly
perfom	perform
perfomred	performed
perfonance	performance
performace	performance
performancies	performances
performcnae	performance
periodlical	periodical
perminant	permanent
perminantly	permanently
perminatly	permanently
perofrmance	performance
peronal	personal
peronality	personality
perpectives	perspectives
persistnat	persistent
personilty	personality
personlity	personality
perspecitve	perspective
perspecitves	perspectives
perspetive	perspective
perspetives	perspectives
phenedics	phonetics
phenomina	phenomena
philisophical	philosophical
philisphoical	philosophical
philolsophi	philosophy
philosohising	philosophizing
philosohper	philosopher
philosophizies	philosophizes
philosper	philosopher
philospher	philosopher
philosphers	philosophers
philosphi	philosophy
philosphic	philosophic
philosphical	philosophical
philosphies	philosophies
philosphized	philosophized
philosphy	philosophy
philospoher	philosopher
philospohy	philosophy
phinomina	phenomena
phoneotics	phonetics
phsically	physically
phsycological	psychological
phycis	physics
phycological	psychological
physcial	physical
physcology	psychology
physial	physical
pinciple	principle
placeing	placing
placisity	placidity
plannig	planning
plastisity	plasticity
platnet	planet
plausable	plausible
pliease	please
poele	people
poeple	people
poitn	point
polital	political
politcal	political
politcally	politically
politilcal	political
popualr	popular
populatoin	population
populitoins	populations
porgressing	progressing
porselain	porcelain
portible	portable
posible	possible
positoin	position
positve	positive
possesed	possessed
possibilties	possibilities
possibilty	possibility
possiblities	possibilities
possiblity	possibility
possition	position
possitions	positions
possitive	positive
possitoins	positions
possitve	positive
posssition	position
posstive	positive
posterrity	posterity
postive	positive
potatoe	potato
potentialy	potentially
potiental	potential
potnetial	potential
powr	power
practicies	practices
pradigm	paradigm
pradigms	paradigms
prduct	product
preception	perception
predicesors	predecessors
predictio	prediction
prefered	preferred
preformoed	preformed
premission	permission
prenatually	prenatally
preoccopation	preoccupation
prepariation	preparation
preparred	prepared
preperaoin	preparation
prequiste	prerequisite
preqursor	precursor
presentatoin	presentation
preseration	preservation
presetned	presented
presevered	persevered
preseves	preserves
presnet	present
presneted	presented
presuposed	presupposed
prevatiling	prevailing
prevous	previous
prgressing	progressing
priciple	principle
priciples	principles
primairly	primarily
primarly	primarily
princple	principle
prinple	principle
prisioner	prisoner
prisioners	prisoners
prisions	prisons
prisoniers	prisoners
privete	private
privladged	privileged
privleges	privileges
probabaly	probably
probabilties	probabilities
probabilty	probability
probabliity	probability
probablity	probability
probalbities	probabilities
probalbity	probability
probalbly	probably
probalby	probably
probaliby	probability
probelms	problems
probem	problem
problimatical	problematical
probly	probably
proccesing	processing
proccess	process
proccessed	processed
proccesses	processes
proccessing	processing
proceedures	procedures
proceessing	processing
processsig	processing
prodcution	production
prodcutive	productive
producitive	productive
producitve	productive
productoin	production
profesional	professional
profesor	professor
profet	profit
proffesional	professional
proffesor	professor
progrm	program
prolems	problems
proliferic	prolific
pronuciation	pronunciation
pronuncation	pronunciation
proparty	property
propigate	propagate
proportianal	proportional
protestiant	protestant
protistants	Protestants
provdie	provide
pschological	psychological
psycholgical	psychological
psycholgy	psychology
psycholigic	psychologic
psycholooical	psychological
psycolgical	psychological
psycolingustics	psycholinguistics
psycologic	psychologic
psycological	psychological
psycology	psychology
publicaion	publication
publically	publicly
puncuated	punctuated
pupose	purpose
puzel	puzzle
puzels	puzzles
puzzel	puzzle
pwoerful	powerful
pysical	physical
qiestion	question
qualificaion	qualification
qualificatoin	qualification
qualtiy	quality
quantitiave	quantitative
quesin	question
quesion	question
quesitons	questions
questio	question
questios	questions
questnios	questions
questoin	question
queston	question
questons	questions
quetion	question
quetioning	questioning
quetions	questions
quiestion	question
quiestioning	questioning
quilifies	qualifies
radiaclly	radically
ralndom	random
randomoly	randomly
rasberry	raspberry
rationlists	rationalists
reagard	regard
reagrd	regard
reajusted	readjusted
realated	related
realatoin	relation
realied	realized
realitive	relative
realitiy	reality
realiy	reality
realtion	relation
realtionship	relationship
realtively	relatively
realtivistic	relativistic
realzie	realize
reasorces	resources
recduction	reduction
receipant	recipient
recieve	receive
recieved	received
recived	received
recognation	recognition
recogniton	recognition
recognozable	recognizable
recogntion	recognition
recomend	recommend
reconize	recognize
rediculous	ridiculous
reductdion	reduction
redundencies	redundancies
reestablismetn	reestablishment
refective	reflective
refering	referring
refernce	reference
refledct	reflect
refletions	reflections
refrences	references
regualrly	regularly
rehabilitain	rehabilitation
relaitonships	relationships
relatihip	relationship
relationhip	relationship
relatioships	relationships
relativly	relatively
relavent	relevant
relevent	relevant
relgion	religion
relgious	religious
religoin	religion
religon	religion
religos	religious
religous	religious
reltionship	relationship
remaing	remaining
remarkabely	remarkably
remarkble	remarkable
rember	remember
remeber	remember
remeberng	remembering
rememberance	remembrance
renisosnse	renaissance
renissance	renaissance
reocrd	record
reomte	remote
reorginizing	reorganizing
repaeted	repeated
repalce	replace
repentence	repentance
repesent	represent
replaice	replace
repreesents	represents
represenative	representative
representaive	representative
represion	repression
represnents	represents
represson	repression
represssion	repression
represtaive	representative
represtn	represent
represtns	represents
reproccessing	reprocessing
reprodcue	reproduce
reputatoin	reputation
reqires	requires
requeres	requires
requierments	requirements
requirnment	requirement
requriment	requirement
reserach	research
reserch	research
resesarch	research
resistence	resistance
resitance	resistance
reslut	result
resocrd	record
resonsive	responsive
respectablity	respectability
respectivly	respectively
respoinded	responded
responsibilty	responsibility
responsibity	responsibility
responsiblities	responsibilities
responsiblity	responsibility
restiance	resistance
resulst	results
resutl	result
resutt	result
retoric	rhetoric
retrospecive	retrospective
retured	returned
reustl	result
revisting	revisiting
revlolution	revolution
revoltions	revolutions
revoluinary	revolutionary
revoluitons	revolutions
revolutin	revolution
revolutoin	revolution
revolutoins	revolutions
revoluton	revolution
revolutonary	revolutionary
revoution	revolution
rewritting	rewriting
ricahrd	Richard
rommeo	Romeo
rootd	rooted
rossivelt	Roosevelt
rotines	routines
rulars	rulers
rulling	ruling
rythm	rhythm
safty	safety
sanwich	sandwich
satified	satisfied
satifies	satisfies
saturday	Saturday
scandelus	scandalous
scaning	scanning
sceince	science
sceintific	scientific
sceintists	scientists
sceintsit	scientist
scenese	scenes
sceptical	skeptical
scepticism	skepticism
schedma	schema
schedual	schedule
schedualed	scheduled
schedualing	scheduling
schedul	schedule
schemada	schemata
scholoarship	scholarship
scholors	scholars
scieific	scientific
scieinfic	scientific
scieintifc	scientific
scieintific	scientific
scieintist	scientist
scieintists	scientists
scieintsits	scientists
scieintsts	scientists
scieitfic	scientific
scieitists	scientists
scieitns	scientists
scienc	science
sciencines	sciences
sciene	science
scienece	science
scienitifc	scientific
sciensts	scientists
scientif	scientific
scientifc	scientific
scinece	science
scinefitc	scientific
scinfitic	scientific
scinst	scientist
secondry	secondary
secratary	secretary
secrity	security
sectin	section
sectoin	section
seemilgly	seemingly
segmnet	segment
sendng	sending
senetces	sentence
sensatoin	sensation
senseory	sensory
sensroy	sensory
sensses	senses
sentances	sentences
sentecne	sentence
seperate	separate
seperated	separated
september	September
serach	search
seriosly	seriously
seroulsy	seriously
sesion	session
sesnes	senses
sesory	sensory
setings	settings
setitng	setting
setitngs	settings
seventeeth	seventeenth
severly	severely
sexaulity	sexuality
sexuallity	sexuality
shakerpear	Shakespeare
shakespear	Shakespeare
shakesperian	Shakespearean
shakspearian	Shakespearean
shaperoned	chaperoned
shoping	shopping
shoulld	should
siceince	science
siceintific	scientific
siceints	scientists
siceitifc	scientific
sicence	science
sicentist	scientist
sicentists	scientists
sicneice	science
sicsitnst	scientist
sieze	seize
signficantly	significantly
signficatly	significantly
signfitnt	significant
signianft	significant
signifacntly	significantly
signifance	significance
signifant	significant
signifcance	significance
signifcant	significant
signifcantly	significantly
signifcatly	significantly
signifiactly	significantly
signifianctly	significantly
signifiant	significant
signifiatn	significant
significanlt	significant
significatly	significantly
significnatly	significantly
signifnant	significant
signiticantly	significantly
signlal	signal
similair	similar
similarites	similarities
similarityes	similarities
similiar	similar
similuar	similar
simlair	similarly
simlar	similar
simliar	similar
simplificatoin	simplification
simplifing	simplifying
simulaneously	simultaneously
simulants	stimulants
simulatiously	simultaneously
simultaneiously	simultaneously
simultaniously	simultaneously
simultanously	simultaneously
simultatiousl	simultaneously
simultatiously	simultaneously
sincererly	sincerely
sincerly	sincerely
sinifcatly	significantly
sitiations	situations
situaion	situation
situatoin	situation
situtation	situation
situtations	situations
sitution	situation
slectively	selectively
sligtly	slightly
smothly	smoothly
socail	social
socciety	society
soceity	society
sociallism	socialism
socieatal	societal
socielly	socially
socilitzatoin	socialization
socilization	socialization
socilize	socialize
socitey	society
socities	societies
socity	society
soctiety	society
soical	social
soicalist	socialist
soicety	society
soiciety	society
solilique	soliloquy
soluitons	solutions
somehting	something
somemore	some more
somethig	something
somethign	something
someting	something
somewaht	somewhat
somthing	something
somtimes	sometimes
soocial	social
soothsasyer	soothsayer
sorce	source
sould	should
souldnt	shouldn't
spainish	Spanish
speaekr	speaker
specializatoin	specialization
specias	species
specifally	specially
specifc	specific
specifcally	specifically
specifiaclly	specifically
specifially	specifically
specifizatin	specification
speciic	specific
specualte	speculate
spedning	spending
speechs	speeches
spefic	specific
speicaliztion	specialization
speices	species
speicfic	specific
speicifally	specifically
speicific	specific
speicifically	specifically
speicilized	specialized
speific	specific
speiif	specific
speratic	sporadic
spontanoiusly	spontaneously
ssuccessful	successful
stablilty	stability
stablishmetn	establishment
stablity	stability
statemet	statement
statemetns	statements
statisfied	satisfied
statitics	statistics
statment	statement
statments	statements
steriods	steroids
steriotypes	stereotypes
steriotypicl	stereotypical
steriotypoing	stereotyping
stil	still
stinulus	stimulus
storgage	storage
strech	stretch
strenthened	strengthened
strucre	structure
structore	structure
structrue	structure
structual	structural
structues	structures
strucural	structural
strucure	structure
strucutre	structure
strucutred	structured
strucutres	structures
strugle	struggle
strugling	struggling
stucture	structure
studetns	students
studing	studying
studnet	student
studnets	students
studnt	student
stuructre	structure
subconcious	subconscious
subjecive	subjective
subjectivly	subjectively
subjexts	subjects
sublte	subtle
subsiquent	subsequent
subsiquently	subsequently
subsiquient	subsequent
substaintial	substantial
substative	substantive
substutiong	substituting
suburben	suburban
suc	such
succesful	successful
succesfull	successful
succesfully	successfully
succesion	succession
successul	successful
sucess	success
sucessful	successful
sufficent	sufficient
sugest	suggest
sugested	suggested
suggestsed	suggested
sujesting	suggesting
sujestions	suggestions
sumemrizing	summarizing
summerized	summarized
sunday	Sunday
supersturcte	superstructure
suply	supply
suported	supported
suppervision	supervision
supposidly	supposedly
suprisingly	surprisingly
surival	survival
surive	survive
surpase	surpass
surronding	surrounding
surviaval	survival
survie	survive
survivail	survival
survivial	survival
sutdents	students
swtich	switch
sybolism	symbolism
sying	saying
symantic	semantic
sympathiser	sympathizer
syntatic	syntactic
syphiliss	syphilis
systhesis	synthesis
sytem	system
sythesized	synthesized
tacktic	tactic
tacktics	tactics
tahn	than
taht	that
talbe	table
tangeble	tangible
tangiblie	tangible
tarribly	terribly
taugh	taught
teachre	teacher
teator	theater
techinques	techniques
techniuqes	techniques
technolgies	technologies
technuqes	techniques
technuque	technique
teh	the
tehen	then
tehy	they
tellnig	telling
temsleves	themselves
tendancies	tendencies
tendancy	tendency
tendnecy	tendency
tentionsion	tension
tentive	tentative
termially	terminally
termoil	turmoil
termonlogy	terminology
terriblly	terribly
testmant	testament
tey	they
thaan	than
theapeutic	therapeutic
theapist	therapist
theapy	therapy
thearapists	therapists
thearipy	therapy
theator	theater
theators	theaters
theeory	theory
themseles	themselves
theoaputic	therapeutic
theolgical	theological
theoogy	theology
theoratical	theoretical
theoretial	theoretical
theoripist	therapist
theoritic	theoretic
theoritical	theoretical
theorlogy	theology
theorm	theorem
theoropy	therapy
theortical	theoretical
theorum	theorem
theorys	theories
theprocess	the process
therfore	therefore
theroys	theories
thier	their
thiier	their
thoery	theory
thoguh	though
thories	theories
thoruhgt	throughout
thrid	third
throug	through
throughts	thoughts
ths	this
thse	these
thsi	this
thstablishmetn	establishment
tht	that
thta	that
thursday	Thursday
tihs	this
tobaco	tobacco
togehter	together
togheter	together
tohers	others
tollerance	tolerance
tomatoe	tomato
tommorow	tomorrow
tommorw	tomorrow
tothe	to the
tradtional	traditional
tradtions	traditions
tragety	tragedy
tragity	tragedy
traingle	triangle
traingles	triangles
tranformatoin	transformation
tranformed	transformed
trangle	triangle
transfered	transferred
transfermation	transformation
transitoin	transition
transiton	transition
transitoni	transition
translatoin	translation
transperant	transparent
transtion	transition
tremondous	tremendous
triagle	triangle
triagles	triangles
trivally	trivially
triynig	trying
trobbing	throbbing
truely	truly
trueth	truth
truimph	triumph
tryed	tried
tryied	tried
tryingto	trying to
tthat	that
tthe	the
tuesday	Tuesday
turmonal	turmoil
turmoul	turmoil
turtoring	tutoring
tvs	TVs
uanble	unable
ubt	but
ubtain	obtain
uderence	utterances
ultalmte	ultimate
ultametly	ultimately
ultamtly	ultimately
ultematly	ultimately
ultiamtly	ultimately
ultimatley	ultimately
ultimatly	ultimately
ultimetly	ultimately
ultiomate	ultimate
ultumate	ultimate
unabriged	unabridged
unaccetable	unacceptable
uncertantiy	uncertainty
uncertanty	uncertainty
uncertian	uncertain
uncesarly	unnecessarily
uncioncios	unconscious
uncoffortable	uncomfortable
uncommfortable	uncomfortable
unconcious	unconscious
unconciously	unconsciously
uncoperative	uncooperative
undermne	undermine
underpindings	underpinnings
underpinings	underpinnings
understad	understand
understadn	understand
understnad	understand
understnading	understanding
understnd	understand
understnding	understanding
understoon	understood
underswtanding	understanding
undertsnding	understanding
unecsarly	unnecessarily
unemployetm	unemployment
unescarly	unnecessarily
unesciarly	unnecessarily
uneseirly	unnecessarily
unesrcarly	unnecessarily
unforcdhatlay	unfortunately
unforchatly	unfortunately
unforchiatly	unfortunately
unforchinatly	unfortunately
unfortunatly	unfortunately
unhappyness	unhappiness
unimformed	uninformed
unintelligable	unintelligible
uniquness	uniqueness
univeral	universal
univerality	universality
univere	universe
universtiy	university
universty	university
univesal	universal
univesty	university
univiesty	university
univisties	universities
univisty	university
unknow	unknown
unnecciasrly	unnecessary
unnecesary	unnecessary
unnensirarly	unnecessarily
unnesiarly	unnecessarily
unnesicarly	unnecessarily
unnesirayl	unnecessarily
unnesisarly	unnecessarily
unnesisraly	unnecessarily
unnessicary	unnecessarily
unnnesiarly	unnecessarily
unofficail	unofficial
unoffical	unofficial
unorthedox	unorthodox
unprecidnented	unprecedented
unrepresantative	unrepresentative
untill	until
untimate	ultimate
unusally	unusually
unusaul	unusual
unviersal	universal
unviersally	universally
usefull	useful
usefullness	usefulness
useing	using
uterly	utterly
vacinate	vaccinate
vacum	vacuum
vacume	vacuum
vally	valley
valuminous	voluminous
varaible	variable
varialbe	variable
varialbes	variables
variaoin	variation
varibles	variables
varioables	variables
varous	various
varries	varies
varyious	various
vauge	vague
veiw	view
veloicty	velocity
vicarously	vicariously
victuems	victims
viens	veins
vigerously	vigorously
violnin	violin
visoin	vision
visously	viscously
visted	visited
vitial	vital
vlue	value
volcabularies	vocabularies
volme	volume
wahht	what
waht	what
warrent	warrant
wasnt	wasn't
watn	want
wavelenghts	wavelengths
wavelenth	wavelength
wcch	which
wednesday	Wednesday
wehn	when
wehre	where
Wendsday	Wednesday
werent	weren't
wether	whether
whateer	whatever
whcih	which
whenteh	when the
whic	which
whiich	which
whne	when
whre	where
whree	where
whta	what
wich	which
wierd	weird
wihich	which
wiht	with
wil	will
wilil	will
withte	with the
wommen	women
worknig	working
worthwile	worthwhile
writter	writer
writting	writing
writtings	writings
writtn	written
ws	was
wsa	was
wsas	was
wth	with
wtihout	without
wuold	would
youself	yourself
ystem	system
ythe	the
yuo	you
yuor	your
10-BaseT	10Base-T
10-baseT	10Base-T
10baseT	10Base-T
Applescript	AppleScript
BBedit	BBEdit
CD-Rom	CD-ROM
Earthlink	EarthLink
ethernet	Ethernet
Filemaker	FileMaker
Firewire	FireWire
FMPro	FileMaker Pro
FmPro	FileMaker Pro
Freehand	FreeHand
Gb	GB
Hypercard	HyperCard
i'd	I'd
i'm	I'm
i've	I've
internet	Internet
MacOS9	Mac OS 9
MacOS	 Mac OS
macos	Mac OS
MacOSX	Mac OS X
MacWorld	Macworld
Mb	MB
mbps	Mbps
Pagemaker	PageMaker
PhotoShop	Photoshop
Powerbook	PowerBook
powerbook	PowerBook
Powerbooks	PowerBooks
powerbooks	PowerBooks
powermac	Power Mac
QT	QuickTime
Quicktime	QuickTime
quicktime	QuickTime
THe	the
TIdBITS	TidBITS
TidBITs	TidBITS
TidBits	TidBITS
Tidbits	TidBITS
Tivo	TiVo
tivo	TiVo
website	Web site
